Energy,Total,Ps,Direct,Ann,Excitation ,Process,Threshold
908,0.6204,0,0.2468,6.11E-07,0,,
909,0.6199,0,0.2465,6.11E-07,0,,
910,0.6195,0,0.2463,6.11E-07,0,,
911,0.6191,0,0.246,6.10E-07,0,,
912,0.6186,0,0.2458,6.10E-07,0,,
913,0.6182,0,0.2456,6.10E-07,0,,
914,0.6178,0,0.2453,6.09E-07,0,,
915,0.6173,0,0.2451,6.09E-07,0,,
916,0.6169,0,0.2448,6.09E-07,0,,
917,0.6165,0,0.2446,6.08E-07,0,,
918,0.616,0,0.2444,6.08E-07,0,,
919,0.6156,0,0.2441,6.08E-07,0,,
920,0.6152,0,0.2439,6.07E-07,0,,
921,0.6147,0,0.2436,6.07E-07,0,,
922,0.6143,0,0.2434,6.07E-07,0,,
923,0.6139,0,0.2432,6.06E-07,0,,
924,0.6134,0,0.2429,6.06E-07,0,,
925,0.613,0,0.2427,6.06E-07,0,,
926,0.6126,0,0.2424,6.05E-07,0,,
927,0.6121,0,0.2422,6.05E-07,0,,
928,0.6117,0,0.2419,6.05E-07,0,,
929,0.6113,0,0.2417,6.04E-07,0,,
930,0.6108,0,0.2415,6.04E-07,0,,
931,0.6104,0,0.2412,6.04E-07,0,,
932,0.61,0,0.241,6.03E-07,0,,
933,0.6095,0,0.2408,6.03E-07,0,,
934,0.6091,0,0.2405,6.03E-07,0,,
935,0.6087,0,0.2403,6.02E-07,0,,
936,0.6082,0,0.2401,6.02E-07,0,,
937,0.6078,0,0.2398,6.02E-07,0,,
938,0.6074,0,0.2396,6.01E-07,0,,
939,0.6069,0,0.2394,6.01E-07,0,,
940,0.6065,0,0.2392,6.01E-07,0,,
941,0.6061,0,0.2389,6.00E-07,0,,
942,0.6057,0,0.2387,6.00E-07,0,,
943,0.6052,0,0.2385,6.00E-07,0,,
944,0.6048,0,0.2382,6.00E-07,0,,
945,0.6044,0,0.238,5.99E-07,0,,
946,0.6039,0,0.2378,5.99E-07,0,,
947,0.6035,0,0.2376,5.99E-07,0,,
948,0.6031,0,0.2373,5.98E-07,0,,
949,0.6027,0,0.2371,5.98E-07,0,,
950,0.6023,0,0.2369,5.98E-07,0,,
951,0.6019,0,0.2366,5.97E-07,0,,
952,0.6015,0,0.2364,5.97E-07,0,,
953,0.6011,0,0.2362,5.97E-07,0,,
954,0.6007,0,0.236,5.96E-07,0,,
955,0.6003,0,0.2357,5.96E-07,0,,
956,0.5999,0,0.2355,5.96E-07,0,,
957,0.5996,0,0.2353,5.95E-07,0,,
958,0.5992,0,0.235,5.95E-07,0,,
959,0.5988,0,0.2348,5.95E-07,0,,
960,0.5984,0,0.2346,5.95E-07,0,,
961,0.598,0,0.2344,5.94E-07,0,,
962,0.5976,0,0.2342,5.94E-07,0,,
963,0.5972,0,0.234,5.94E-07,0,,
964,0.5968,0,0.2337,5.93E-07,0,,
965,0.5964,0,0.2335,5.93E-07,0,,
966,0.596,0,0.2333,5.93E-07,0,,
967,0.5956,0,0.2331,5.92E-07,0,,
968,0.5952,0,0.2329,5.92E-07,0,,
969,0.5948,0,0.2327,5.92E-07,0,,
970,0.5944,0,0.2324,5.91E-07,0,,
971,0.594,0,0.2322,5.91E-07,0,,
972,0.5936,0,0.232,5.91E-07,0,,
973,0.5932,0,0.2318,5.91E-07,0,,
974,0.5928,0,0.2316,5.90E-07,0,,
975,0.5924,0,0.2313,5.90E-07,0,,
976,0.592,0,0.2311,5.90E-07,0,,
977,0.5916,0,0.2309,5.89E-07,0,,
978,0.5912,0,0.2307,5.89E-07,0,,
979,0.5908,0,0.2305,5.89E-07,0,,
980,0.5904,0,0.2303,5.88E-07,0,,
981,0.5901,0,0.23,5.88E-07,0,,
982,0.5897,0,0.2298,5.88E-07,0,,
983,0.5893,0,0.2296,5.88E-07,0,,
